tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
1112393	Carrhotus xanthogramma	25019643	0	live	CYTB	ADP45_gp02	cytochrome b			MT	NC_027492.1	9634	10743	plus	0		
450991	Haplothrips aculeatus	25019295	0	live	CYTB	ADP06_gp07	cytochrome b			MT	NC_027488.1	8860	9991	minus	0		
304640	Florisuga mellivora	25015425	0	live	CYTB	ADP20_gp02	cytochrome b			MT	NC_027455.1	13649	14791	plus	0		
689266	Oreotrochilus melanogaster	25015387	0	live	CYTB	ADO92_gp02	cytochrome b			MT	NC_027454.1	13646	14785	plus	0		
347507	Hylocharis cyanus	25015349	0	live	CYTB	ADP16_gp02	cytochrome b			MT	NC_027453.1	13655	14797	plus	0		
143444	Rhacophorus dennysi	25015336	0	live	CYTB	ADP39_gp02	cytochrome b			MT	NC_027452.1	16907	18052	plus	0		
1550064	Misgurnus anguillicaudatus x Paramisgurnus dabryanus	25015001	0	live	CYTB	ADP37_gp01	cytochrome b			MT	NC_027448.1	14449	15589	plus	0		
214487	Sebastes trivittatus	25014925	0	live	CYTB	ADP26_gp01	cytochrome b			MT	NC_027446.1	14384	15524	plus	0		
201708	Sebastes steindachneri	25014887	0	live	CYTB	ADP30_gp01	cytochrome b			MT	NC_027445.1	14385	15525	plus	0		
214483	Sebastes minor	25014849	0	live	CYTB	ADP27_gp01	cytochrome b			MT	NC_027444.1	14382	15522	plus	0		
201703	Sebastes hubbsi	25014508	0	live	CYTB	ADP31_gp01	cytochrome b			MT	NC_027440.1	14386	15526	plus	0		
201709	Sebastes taczanowskii	25014470	0	live	CYTB	ADP29_gp01	cytochrome b			MT	NC_027439.1	14385	15525	plus	0		
80797	Rhodeus fangi	25014394	0	live	CYTB	ADO86_gp01	cytochrome b			MT	NC_027437.1	14541	15681	plus	0		
262591	Porites rus	25014175	0	live	CYTB	PRUS_0014	cytochrome b			MT	NC_027526.1	7359	8519	plus	0		
9317	Macropus giganteus	24707304	0	live	CYTB	ACQ18_gp01	cytochrome b			MT	NC_027424.1	14181	15326	plus	0		
201377	Thymallus brevirostris	24694879	0	live	CYTB	ACQ08_gp01	cytochrome b			MT	NC_027412.1	14374	15514	plus	0		
565240	Thymallus burejensis	24691138	0	live	CYTB	ACQ05_gp01	cytochrome b			MT	NC_027411.1	14379	15519	plus	0		
511734	Thymallus yaluensis	24691100	0	live	CYTB	ACQ06_gp01	cytochrome b			MT	NC_027410.1	14379	15519	plus	0		
565241	Thymallus tugarinae	24691062	0	live	CYTB	ACQ04_gp01	cytochrome b			MT	NC_027409.1	14379	15519	plus	0		
1542449	Thymallus pallasii	24686827	0	live	CYTB	ACQ10_gp01	cytochrome b			MT	NC_027408.1	14378	15518	plus	0		
9209	Phalacrocorax carbo	24576588	0	live	CYTB	ACI38_gp03	cytochrome b			MT	NC_027267.1	13670	14812	plus	0		
54769	Acanthis flammea	24573549	0	live	CYTB	ACI57_gp02	cytochrome b			MT	NC_027285.1	13679	14821	plus	0		
99837	Spermophilus dauricus	24573531	0	live	CYTB	ACI72_gp01	cytochrome b			MT	NC_027283.1	14170	15309	plus	0		
86798	Bactrocera scutellata	24572777	0	live	CYTB	ACI41_gp02	cytochrome b			MT	NC_027254.1	10478	11614	plus	0		
187444	Prunella montanella	24571213	0	live	CYTB	ACI21_gp02	cytochrome b			MT	NC_027284.1	13690	14832	plus	0		
109044	Tetraogallus himalayensis	24571126	0	live	CYTB	ACI09_gp02	cytochrome b			MT	NC_027279.1	14805	15947	plus	0		
27773	Coregonus autumnalis	24571123	0	live	CYTB	ACI18_gp01	cytochrome b			MT	NC_027277.1	14380	15520	plus	0		
1454237	Hasora anura	24570610	0	live	CYTB	ACI31_gp02	cytochrome b			MT	NC_027263.1	10558	11703	plus	0		
298374	Metaphire californica	24570528	0	live	CYTB	ACI16_gp09	TAA stop codon is completed by the addition of 3' A residues to the mRNA	TAA stop codon is completed by the addition of 3' A residues to the mRNA|cytochrome b		MT	NC_027257.1	3961	5100	plus	0		
1652496	Hasora vitta	24420016	0	live	CYTB	ABX79_gp02	cytochrome b			MT	NC_027170.1	10524	11669	plus	0		
1608454	Sinocyclocheilus anshuiensis	24419939	0	live	CYTB	ABX80_gp01	cytochrome b			MT	NC_027169.1	15335	16475	plus	0		
1325550	Kichulchoia multifasciata	24419685	0	live	CYTB	ABX87_gp01	cytochrome b			MT	NC_027166.1	14376	15516	plus	0		
933220	Microphysogobio yaluensis	24419411	0	live	CYTB	ABX92_gp01	cytochrome b			MT	NC_027165.1	14397	15537	plus	0		
416556	Dendrolimus tabulaeformis	24419347	0	live	CYTB	ABY05_gp02	cytochrome b			MT	NC_027157.1	10549	11697	plus	0		
357170	Odontobutis yaluensis	24419285	0	live	CYTB	ABY12_gp01	cytochrome b			MT	NC_027160.1	14853	15993	plus	0		
329967	Liobagrus mediadiposalis	24419270	0	live	CYTB	ABY13_gp01	cytochrome b			MT	NC_027167.1	14349	15486	plus	0		
238572	Dendrolimus punctatus	24419130	0	live	CYTB	ABY17_gp02	cytochrome b			MT	NC_027156.1	10546	11694	plus	0		
228251	Coreoperca herzi	24418924	0	live	CYTB	ABY20_gp01	cytochrome b			MT	NC_027164.1	14363	15503	plus	0		
1655349	Qinlingacris taibaiensis	24404455	0	live	CYTB	ABY28_gp02	cytochrome b			MT	NC_027187.1	10411	11550	plus	0		
193161	Atrocalopteryx atrata	24404036	0	live	CYTB	ABY25_gp02	cytochrome b			MT	NC_027181.1	10386	11519	plus	0		
1041950	Platycnemis foliacea	24403998	0	live	CYTB	ABX91_gp02	cytochrome b			MT	NC_027180.1	10441	11574	plus	0		
215063	Trilophidia annulata	24403961	0	live	CYTB	ABY21_gp02	cytochrome b			MT	NC_027179.1	10491	11630	plus	0		
1653081	Squilloides leptosquilla	24403925	0	live	CYTB	ABY29_gp04	cytochrome b			MT	NC_027178.1	9172	10308	plus	0		
481309	Loxostege sticticalis	24403678	0	live	CYTB	ABY04_gp02	cytochrome b			MT	NC_027174.1	10469	11617	plus	0		
36249	Corvus macrorhynchos	24403661	0	live	CYTB	ABY11_gp02	cytochrome b			MT	NC_027173.1	13691	14833	plus	0		
461131	Euripus nyctelius	24288033	0	live	CYTB	AA858_gp02	cytochrome b			MT	NC_027109.1	10554	11699	plus	0		
51644	Leiopelma hochstetteri	24287219	0	live	CYTB	AA855_gp02	cytochrome b			MT	NC_027072.1	13664	14804	plus	0		
1651263	Galeruca daurica	24286803	0	live	CYTB	AA827_gp02	cytochrome b			MT	NC_027114.1	10257	11394	plus	0		
1179700	Ogmocotyle sikae	24286769	0	live	CYTB	AA839_gp12	cytochrome b			MT	NC_027112.1	722	1831	plus	0		
157461	Teinopalpus imperialis	24286562	0	live	CYTB	AA829_gp02	cytochrome b			MT	NC_027108.1	10415	11563	plus	0		
175796	Pterocryptis cochinchinensis	24286547	0	live	CYTB	AA826_gp01	cytochrome b			MT	NC_027107.1	14341	15478	plus	0		
1010711	Plectorhinchus vittatus	24286473	0	live	CYTB	AA843_gp01	cytochrome b			MT	NC_027098.1	14385	15525	plus	0		
603998	Plectorhinchus orientalis	24286435	0	live	CYTB	AA850_gp01	cytochrome b			MT	NC_027097.1	14383	15523	plus	0		
938182	Callimorpha dominula	24286295	0	live	CYTB	AA845_gp02	cytochrome b			MT	NC_027094.1	10512	11663	plus	0		
118683	Cyclura pinguis	24285930	0	live	CYTB	AA838_gp01	cytochrome b			MT	NC_027089.1	14157	15296	plus	0		
235145	Clinostomum complanatum	24285773	0	live	CYTB	AA823_gp12	cytochrome b			MT	NC_027082.1	725	1849	plus	0		
290251	Antheraea frithi	24285254	0	live	CYTB	AA817_gp02	cytochrome b			MT	NC_027071.1	10510	11658	plus	0		
1517472	Thamnaconus hypargyreus	24285241	0	live	CYTB	AA831_gp01	cytochrome b			MT	NC_027070.1	14370	15510	plus	0		
1446309	Bangana tungting	24285203	0	live	CYTB	AA834_gp01	cytochrome b			MT	NC_027069.1	14375	15515	plus	0		
9545	Macaca nemestrina	24271102	0	live	CYTB	AAW99_gp01	cytochrome b			MT	NC_026976.1	14739	15876	plus	0		
293994	Strongylura anastomella	24251970	0	live	CYTB	AAW68_gp01	cytochrome b			MT	NC_026998.1	14379	15519	plus	0		
34575	Allonautilus scrobiculatus	24251925	0	live	CYTB	AAW62_gp08	cytochrome b			MT	NC_026997.1	10650	11782	minus	0		
252811	Aldrichina grahami	24251892	0	live	CYTB	AAW70_gp02	cytochrome b			MT	NC_026996.1	10403	11539	plus	0		
1644143	Goniada japonica	24251829	0	live	CYTB	AAW73_gp09	cytochrome b			MT	NC_026995.1	3914	5053	plus	0		
2780533	Tritonia tetraquetra	24251428	0	live	CYTB	AAW53_gp08	cytochrome b	cytochrome b		MT	NC_026988.1	6450	7592	plus	0		
76178	Melibe leonina	24251390	0	live	CYTB	AAX01_gp08	cytochrome b			MT	NC_026987.1	6415	7548	plus	0		
94400	Nephotettix cincticeps	24250564	0	live	CYTB	AAX00_gp04	cytochrome b			MT	NC_026977.1	8795	9931	plus	0		
356812	Acrossocheilus parallens	24250394	0	live	CYTB	AAW61_gp01	cytochrome b			MT	NC_026973.1	14369	15509	plus	0		
48890	Poecile palustris	24147121	0	live	CYTB	YC12_gp02	cytochrome b			MT	NC_026911.1	13692	14834	plus	0		
86235	Eleotris oxycephala	24146892	0	live	CYTB	YC26_gp01	cytochrome b			MT	NC_026902.1	14397	15537	plus	0		
40347	Strongylus equinus	24146145	0	live	CYTB	YC28_gp04	cytochrome b			MT	NC_026868.1	11229	12341	plus	0		
375087	Argyroneta aquatica	24146024	0	live	CYTB	YC30_gp04	TAA stop codon is completed by the addition of 3' A residues to the mRNA	TAA stop codon is completed by the addition of 3' A residues to the mRNA|cytochrome b		MT	NC_026863.1	8772	9903	plus	0		
372153	Spirometra decipiens	24145860	0	live	CYTB	YC32_gp11	cytochrome b			MT	NC_026852.1	784	1893	plus	0		
413430	Nuttallina californica	24145826	0	live	CYTB	YC16_gp08	cytochrome b			MT	NC_026849.1	6951	8099	minus	0		
309911	Pseudoplatystoma corruscans	24145661	0	live	CYTB	YC41_gp01	cytochrome b			MT	NC_026846.1	13934	15071	plus	0		
490146	Lophiosilurus alexandri	24145623	0	live	CYTB	YC11_gp01	cytochrome b			MT	NC_026845.1	14392	15526	plus	0		
32278	Metapenaeus ensis	24145412	0	live	CYTB	YC39_gp02	cytochrome b			MT	NC_026834.1	10419	11555	plus	0		
172535	Parachromis managuensis	24144017	0	live	CYTB	YB64_gp01	cytochrome b			MT	NC_026918.1	14388	15524	plus	0		
7752	Lampetra aepyptera	24143971	0	live	CYTB	YB94_gp04	cytochrome b			MT	NC_026917.1	9624	10814	plus	0		
213498	Myospalax aspalax	24143943	0	live	CYTB	YB63_gp01	cytochrome b			MT	NC_026915.1	14304	15441	plus	0		
1463498	Abbottina obtusirostris	24143405	0	live	CYTB	YB79_gp01	cytochrome b			MT	NC_026900.1	14392	15532	plus	0		
274805	Cheilodactylus variegatus	24143365	0	live	CYTB	YB56_gp01	cytochrome b			MT	NC_026899.1	14376	15516	plus	0		
182988	Nyssomyia umbratilis	24143300	0	live	CYTB	YB53_gp02	cytochrome b			MT	NC_026898.1	10425	11564	plus	0		
270543	Erilepis zonifer	24122522	0	live	CYTB	YB57_gp01	cytochrome b			MT	NC_026889.1	14385	15525	plus	0		
192377	Hexagrammos lagocephalus	24122483	0	live	CYTB	YB52_gp01	cytochrome b			MT	NC_026888.1	14383	15523	plus	0		
308080	Oxyeleotris lineolata	24122405	0	live	CYTB	YB54_gp01	cytochrome b			MT	NC_026886.1	14380	15520	plus	0		
161924	Fenneropenaeus penicillatus	24122360	0	live	CYTB	YB69_gp02	cytochrome b			MT	NC_026885.1	10504	11640	plus	0		
71412	Fenneropenaeus merguiensis	24122321	0	live	CYTB	YB97_gp02	cytochrome b			MT	NC_026884.1	10488	11624	plus	0		
1628817	Cyprinus carpio specularis x Carassius cuvieri	24121781	0	live	CYTB	YB68_gp01	cytochrome b			MT	NC_026870.1	14373	15513	plus	0		
213934	Parnassius epaphus	24121624	0	live	CYTB	YB62_gp02	cytochrome b			MT	NC_026864.1	10537	11685	plus	0		
1248184	Onychodactylus zhaoermii	24121417	0	live	CYTB	YB84_gp01	cytochrome b			MT	NC_026854.1	14165	15302	plus	0		
1248183	Onychodactylus zhangyapingi	24121378	0	live	CYTB	YB85_gp01	cytochrome b			MT	NC_026853.1	14153	15296	plus	0		
6655	Cryptochiton stelleri	24121144	0	live	CYTB	YC01_gp08	cytochrome b			MT	NC_026850.1	6877	8019	minus	0		
1503210	Cyanoplax caverna	24121106	0	live	CYTB	YB73_gp08	cytochrome b			MT	NC_026848.1	6855	7991	minus	0		
1355229	Epigonichthys cultellus	24120710	0	live	CYTB	YB82_gp04	cytochrome b			MT	NC_026836.1	8784	9923	plus	0		
134902	Corvus hawaiiensis	24069950	0	live	CYTB		cytochrome b			MT	NC_026783.1	13686	14828	plus	0		
1631745	Anodonta euscaphys	24020396	0	live	CYTB		cytochrome b			MT	NC_026792.1	8962	10110	minus	0		
376633	Hemitriakis japanica	24018999	0	live	CYTB		cytochrome b			MT	NC_026774.1	14350	15495	plus	0		
345164	Falco cherrug	23808608	0	live	CYTB		cytochrome b			MT	NC_026715.1	13714	14856	plus	0		
996308	Acerentomon microrhinus	23765406	0	live	CYTB		cytochrome b			MT	NC_026666.1	6791	7919	plus	0		
1198010	Chthamalus antennatus	23765322	0	live	CYTB		cytochrome b			MT	NC_026730.1	8561	9700	minus	0		
1628841	Triodontophorus brevicauda	23765294	0	live	CYTB		cytochrome b			MT	NC_026729.1	11000	12112	plus	0		
311201	Saxidomus purpuratus	23765277	0	live	CYTB		cytochrome b			MT	NC_026728.1	6977	8182	plus	0		
2032702	Apostichopus californicus	23765268	0	live	CYTB		cytochrome b	cytochrome b		MT	NC_026727.1	8613	9758	plus	0		
1552824	Eucryptorrhynchus chinensis	23764912	0	live	CYTB		cytochrome b			MT	NC_026719.1	10298	11437	plus	0		
141915	Reticulitermes aculabialis	23764417	0	live	CYTB		cytochrome b			MT	NC_026695.1	10440	11570	plus	0		
1616773	Hemiculterella sauvagei	23764273	0	live	CYTB		cytochrome b			MT	NC_026693.1	14403	15543	plus	0		
1615882	Lemyra melli	23764236	0	live	CYTB		cytochrome b			MT	NC_026692.1	10494	11645	plus	0		
306559	Symphysodon discus	23763958	0	live	CYTB		cytochrome b			MT	NC_026689.1	14411	15547	plus	0		
637853	Gongylonema pulchrum	23763921	0	live	CYTB		cytochrome b			MT	NC_026687.1	2323	3387	plus	0		
1903489	Lanceolaria grayii	23763914	0	live	CYTB		cytochrome b	cytochrome b		MT	NC_026686.1	8922	10070	minus	0		
187596	Acerella muscorum	23762668	0	live	CYTB		cytochrome b			MT	NC_026675.1	2482	3607	plus	0		
158456	Betta splendens	23631942	0	live	CYTB		cytochrome b			MT	NC_026581.1	14491	15637	plus	0		
69235	Poecilia sphenops	23631914	0	live	CYTB		cytochrome b			MT	NC_026579.1	14382	15521	plus	0		
36187	Parachaenichthys charcoti	23631899	0	live	CYTB		cytochrome b			MT	NC_026578.1	11000	12140	plus	0		
245079	Lepas anserifera	23631744	0	live	CYTB		cytochrome b			MT	NC_026576.1	9269	10408	plus	0		
72420	Euastacus armatus	23631714	0	live	CYTB		cytochrome b			MT	NC_026575.1	12179	13313	plus	0		
461129	Chitoria ulupi	23631356	0	live	CYTB		cytochrome b			MT	NC_026569.1	10467	11618	plus	0		
240830	Hypomesus olidus	23631071	0	live	CYTB		cytochrome b			MT	NC_026566.1	14401	15541	plus	0		
33443	Heliconius sara	23630929	0	live	CYTB		cytochrome b			MT	NC_026564.1	10420	11568	plus	0		
28379	Faxonius limosus	23630651	0	live	CYTB		cytochrome b			MT	NC_026561.1	9673	10807	minus	0		
94943	Austropotamobius pallipes	23630613	0	live	CYTB		cytochrome b			MT	NC_026560.1	9119	10253	minus	0		
126957	Strigamia maritima	23630505	0	live	CYTB		cytochrome b			MT	NC_026557.1	9508	10641	plus	0		
543639	Dermacentor silvarum	23630424	0	live	CYTB		cytochrome b			MT	NC_026552.1	13355	14437	plus	0		
369656	Onychostoma gerlachi	23630277	0	live	CYTB		cytochrome b			MT	NC_026549.1	14386	15526	plus	0		
33427	Heliconius ismenius	23454678	0	live	CYTB		cytochrome b			MT	NC_026463.1	10434	11582	plus	0		
350774	Neosalanx tangkahkeii	23454443	0	live	CYTB		cytochrome b			MT	NC_026455.1	14384	15524	plus	0		
100945	Hylopetes phayrei	23453610	0	live	CYTB		cytochrome b			MT	NC_026443.1	14170	15309	plus	0		
226546	Dremomys rufigenis	23453596	0	live	CYTB		cytochrome b			MT	NC_026442.1	14182	15321	plus	0		
165448	Cuneopsis pisciculus	22975906	0	live	CYTB		cytochrome b			MT	NC_026306.1	9055	10203	minus	0		
343527	Schizothorax lantsangensis	22974869	0	live	CYTB		TAA stop codon is completed by the addition of 3' A residues to the mRNA	TAA stop codon is completed by the addition of 3' A residues to the mRNA|cytochrome b		MT	NC_026294.1	14369	15509	plus	0		
57893	Muscina stabulans	22974840	0	live	CYTB		cytochrome b			MT	NC_026292.1	10545	11681	plus	0		
1112448	Neoscona theisi	22974691	0	live	CYTB		cytochrome b			MT	NC_026290.1	9554	10687	plus	0		
496413	Triaenodon obesus	22974651	0	live	CYTB		cytochrome b			MT	NC_026287.1	14349	15493	plus	0		
1452449	Himantura microphthalma	22974583	0	live	CYTB		cytochrome b			MT	NC_026285.1	14446	15588	plus	0		
526618	Pelotretis flavilatus	22974566	0	live	CYTB		cytochrome b			MT	NC_026284.1	14437	15577	plus	0		
1358439	Ravinia pernix	22921607	0	live	CYTB		cytochrome b			MT	NC_026196.1	10399	11535	plus	0		
435151	Lagocephalus spadiceus	22921570	0	live	CYTB		cytochrome b			MT	NC_026194.2	14347	15483	plus	0		
263364	Melipona scutellaris	22921546	0	live	CYTB		cytochrome b			MT	NC_026198.1	10509	11652	plus	0		
463600	Pempheris schwenkii	22909888	0	live	CYTB		cytochrome b			MT	NC_026237.1	14501	15640	plus	0		
463598	Polynemus paradiseus	22909874	0	live	CYTB		cytochrome b			MT	NC_026236.1	14432	15574	plus	0		
392546	Polydactylus plebeius	22909860	0	live	CYTB		cytochrome b			MT	NC_026235.1	14496	15638	plus	0		
463597	Gerres oyena	22909846	0	live	CYTB		cytochrome b			MT	NC_026234.1	14588	15728	plus	0		
463596	Lobotes surinamensis	22909832	0	live	CYTB		cytochrome b			MT	NC_026233.1	14565	15705	plus	0		
218819	Gazza minuta	22909818	0	live	CYTB		cytochrome b			MT	NC_026232.1	14390	15530	plus	0		
1329244	Lagocephalus suezensis	22909752	0	live	CYTB		cytochrome b			MT	NC_026229.1	14357	15493	plus	0		
1552318	Cherax boesemani	22909720	0	live	CYTB		cytochrome b			MT	NC_026227.1	12560	13694	plus	0		
1552317	Cherax bicarinatus	22909682	0	live	CYTB		cytochrome b			MT	NC_026226.1	12791	13925	plus	0		
1593259	Trypaea australiensis	22909637	0	live	CYTB		cytochrome b			MT	NC_026225.2	8975	10111	plus	0		
1552322	Cherax holthuisi	22909605	0	live	CYTB		cytochrome b			MT	NC_026224.1	12568	13702	plus	0		
182801	Labeo fimbriatus	22909347	0	live	CYTB		cytochrome b			MT	NC_026217.1	14391	15531	plus	0		
99749	Astacopsis gouldi	22909313	0	live	CYTB		cytochrome b			MT	NC_026215.1	13290	14424	plus	0		
99766	Euastacus spinifer	22909276	0	live	CYTB		cytochrome b			MT	NC_026214.1	12185	13319	plus	0		
86377	Taeniura lymma	22909216	0	live	CYTB		cytochrome b			MT	NC_026210.1	14450	15592	plus	0		
80836	Portunus pelagicus	22909200	0	live	CYTB		cytochrome b			MT	NC_026209.1	8987	10121	plus	0		
327697	Schizothorax davidi	22909146	0	live	CYTB		cytochrome b			MT	NC_026205.1	14370	15510	plus	0		
242058	Protobothrops mangshanensis	22835122	0	live	CYTB		cytochrome b			MT	NC_026052.1	14996	16109	plus	0		
1147742	Protobothrops maolanensis	22835077	0	live	CYTB		cytochrome b			MT	NC_026051.1	14986	16099	plus	0		
1582966	Sinibrama taeniatus	22833920	0	live	CYTB		cytochrome b			MT	NC_026119.1	14405	15545	plus	0		
8130	Coptodon zillii	22833670	0	live	CYTB		cytochrome b			MT	NC_026110.1	14413	15553	plus	0		
160745	Oreochromis variabilis	22833657	0	live	CYTB		cytochrome b			MT	NC_026109.1	14415	15555	plus	0		
427908	Goniurosaurus luii	22833540	0	live	CYTB		cytochrome b			MT	NC_026105.1	14105	15240	plus	0		
1484901	Oligodon ningshaanensis	22833112	0	live	CYTB		cytochrome b			MT	NC_026083.1	14981	16097	plus	0		
387810	Accipiter virgatus	22833097	0	live	CYTB		cytochrome b			MT	NC_026082.1	13665	14807	plus	0		
1505608	Homologenus malayensis	22833068	0	live	CYTB		cytochrome b			MT	NC_026080.1	9000	10136	plus	0		
59818	Tyrophagus putrescentiae	22833057	0	live	CYTB		cytochrome b			MT	NC_026079.1	12024	13124	minus	0		
435138	Brachirus orientalis	22833043	0	live	CYTB		cytochrome b			MT	NC_026078.1	14394	15534	plus	0		
213157	Polyura nepenthes	22832813	0	live	CYTB		cytochrome b			MT	NC_026073.1	10424	11575	plus	0		
76215	Hypolimnas bolina	22832799	0	live	CYTB		cytochrome b			MT	NC_026072.1	10489	11640	plus	0		
224106	Cyrestis thyodamas	22832783	0	live	CYTB		cytochrome b			MT	NC_026071.1	10458	11607	plus	0		
876379	Cethosia biblis	22832769	0	live	CYTB		cytochrome b			MT	NC_026070.1	10476	11624	plus	0		
396705	Ariadne ariadne	22832753	0	live	CYTB		cytochrome b			MT	NC_026069.1	10430	11578	plus	0		
520177	Garrulax perspicillatus	22832739	0	live	CYTB		cytochrome b			MT	NC_026068.1	13697	14839	plus	0		
1364862	Luscinia cyanura	22832725	0	live	CYTB		cytochrome b			MT	NC_026067.1	13683	14825	plus	0		
358814	Phoenicurus auroreus	22832711	0	live	CYTB		cytochrome b			MT	NC_026066.1	13672	14814	plus	0		
1457180	Lethe dura	22832667	0	live	CYTB	SK11_mgp02	cytochrome b	cytochrome b		MT	NC_026062.1	10410	11585	plus	0		
366056	Elymnias hypermnestra	22832651	0	live	CYTB		cytochrome b			MT	NC_026061.1	10369	11517	plus	0		
698779	Callerebia suroia	22832635	0	live	CYTB		cytochrome b			MT	NC_026060.1	10381	11541	plus	0		
1129045	Euphaea ornata	22832621	0	live	CYTB		cytochrome b			MT	NC_026059.1	10410	11543	plus	0		
543827	Euphaea decorata	22832607	0	live	CYTB		cytochrome b			MT	NC_026058.1	10409	11542	plus	0		
543830	Euphaea yayeyamana	22832593	0	live	CYTB		cytochrome b			MT	NC_026057.1	10413	11546	plus	0		
44504	Platemys platycephala	22832580	0	live	CYTB		cytochrome b			MT	NC_026050.1	14300	15427	plus	0		
251359	Emydura subglobosa	22832552	0	live	CYTB		cytochrome b			MT	NC_026048.1	14293	15422	plus	0		
904186	Elseya branderhorsti	22832538	0	live	CYTB		cytochrome b			MT	NC_026047.1	14285	15414	plus	0		
78609	Gonepteryx rhamni	22832523	0	live	CYTB		cytochrome b			MT	NC_026046.1	10422	11568	plus	0		
1282417	Vertigo pusilla	22832503	0	live	CYTB		cytochrome b			MT	NC_026045.1	6140	7252	plus	0		
225749	Pupilla muscorum	22832489	0	live	CYTB		cytochrome b			MT	NC_026044.1	6191	7300	plus	0		
1128339	Gastrocopta cristata	22832475	0	live	CYTB		cytochrome b			MT	NC_026043.1	6150	7262	plus	0		
1238232	Psittacara rubritorquis	22832467	0	live	CYTB		cytochrome b			MT	NC_026042.1	13653	14792	plus	0		
176015	Aratinga solstitialis	22832180	0	live	CYTB		cytochrome b	cytochrome b		MT	NC_026039.1	13634	14773	plus	0		
675834	Lamprotula coreana	22831880	0	live	CYTB	SJ98_mgp12	cytochrome b	cytochrome b		MT	NC_026035.1	7156	8304	plus	0		
146129	Myospalax psilurus	22831874	0	live	CYTB		cytochrome b			MT	NC_026034.1	14134	15271	plus	0		
324339	Hynobius nigrescens	22831860	0	live	CYTB		cytochrome b			MT	NC_026033.1	14199	15339	plus	0		
51906	Guaruba guarouba	22831831	0	live	CYTB		cytochrome b	cytochrome b		MT	NC_026031.1	13648	14787	plus	0		
303304	Ara glaucogularis	22831803	0	live	CYTB		cytochrome b			MT	NC_026029.1	13631	14770	plus	0		
378291	Cyclemys pulchristriata	22831775	0	live	CYTB		cytochrome b			MT	NC_026027.1	14227	15370	plus	0		
1140371	Dendrophyllia cribrosa	22831752	0	live	CYTB		cytochrome b	cytochrome b		MT	NC_026026.1	2130	3293	plus	0		
46700	Tubastraea coccinea	22831738	0	live	CYTB		cytochrome b	cytochrome b		MT	NC_026025.1	2164	3327	plus	0		
260628	Heosemys depressa	22831734	0	live	CYTB		cytochrome b			MT	NC_026024.1	14226	15369	plus	0		
645698	Anisakis simplex C Nascetti et al., 1986	22831710	0	live	CYTB		cytochrome b			MT	NC_026023.1	2759	3857	plus	0		
146913	Hemidactylus bowringii	22549024	0	live	CYTB		cytochrome b			MT	NC_025938.1	14094	15227	plus	0		
8227	Euthynnus affinis	22548944	0	live	CYTB		cytochrome b			MT	NC_025934.1	14383	15523	plus	0		
1242752	Glyphodes pyloalis	22548905	0	live	CYTB		cytochrome b			MT	NC_025933.1	10457	11605	plus	0		
1577076	Cirrhinus mrigala x Labeo rohita	22548770	0	live	CYTB		cytochrome b			MT	NC_025930.1	14385	15525	plus	0		
1477527	Pyrgilauda davidiana	22548483	0	live	CYTB		cytochrome b			MT	NC_025915.1	13689	14831	plus	0		
356909	Montifringilla taczanowskii	22548469	0	live	CYTB		cytochrome b			MT	NC_025914.1	13691	14833	plus	0		
356906	Montifringilla adamsi	22548454	0	live	CYTB		cytochrome b			MT	NC_025913.1	13691	14833	plus	0		
667180	Pyrgilauda blanfordi	22548441	0	live	CYTB		cytochrome b			MT	NC_025912.1	13688	14830	plus	0		
356903	Montifringilla nivalis	22548427	0	live	CYTB		cytochrome b			MT	NC_025911.1	13689	14831	plus	0		
1429325	Epacanthaclisis banksi	22548033	0	live	CYTB		cytochrome b			MT	NC_025905.1	10418	11554	plus	0		
366934	Samaris cristatus	22548006	0	live	CYTB		cytochrome b			MT	NC_025903.1	8025	9165	plus	0		
274686	Lepus hainanus	22547992	0	live	CYTB		cytochrome b			MT	NC_025902.1	14170	15309	plus	0		
57865	Gymnocephalus cernua	22283909	0	live	CYTB		cytochrome b			MT	NC_025785.1	14379	15519	plus	0		
1566627	Clibanarius infraspinatus	22283761	0	live	CYTB		cytochrome b			MT	NC_025776.1	9564	10698	plus	0		
216284	Tetragnatha maxillosa	22283739	0	live	CYTB		cytochrome b			MT	NC_025775.1	5315	6446	plus	0		
437490	Striacosta albicosta	22283730	0	live	CYTB		cytochrome b			MT	NC_025774.1	10975	12123	plus	0		
241275	Choerodon schoenleinii	22283578	0	live	CYTB		cytochrome b			MT	NC_025771.1	14392	15532	plus	0		
1353928	Wiedomys cerradensis	22278823	0	live	CYTB		cytochrome b			MT	NC_025747.1	14116	15259	plus	0		
106112	Akodon montensis	22278787	0	live	CYTB		cytochrome b			MT	NC_025746.1	14125	15264	plus	0		
242820	Andinoacara rivulatus	22164973	0	live	CYTB		cytochrome b			MT	NC_025671.1	14456	15592	plus	0		
1569704	Oreochromis niloticus x Oreochromis aureus	22164945	0	live	CYTB		cytochrome b			MT	NC_025669.1	14450	15590	plus	0		
458610	Seriolella porosa	22164843	0	live	CYTB		cytochrome b			MT	NC_025665.1	14484	15624	plus	0		
